session_id, project, pid, username, timestamp, type, data
0b6b0140, "", 141, "Lisa", 1709067876958, prompt, "> "
0b6b0140, "", 141, "Lisa", 1709067881072, input, "1=1"
0b6b0140, "", 141, "Lisa", 1709067881089, error, "Error in 1 = 1 : invalid (do_set) left-hand side to assignment\n"
0b6b0140, "", 141, "Lisa", 1709067881089, prompt, "> "
0b6b0140, "", 141, "Lisa", 1709067884766, input, "hello = 1"
0b6b0140, "", 141, "Lisa", 1709067884797, prompt, "> "
0b6b0140, "", 141, "Lisa", 1709067891580, input, "thisislisa = ""hi"""
0b6b0140, "", 141, "Lisa", 1709067891654, prompt, "> "
0b6b0140, "", 141, "Lisa", 1709067917223, prompt, "> "
0b6b0140, "~/wip/shiny", 141, "Lisa", 1709067971054, prompt, "> "
0b6b0140, "~/wip/shiny", 141, "Lisa", 1709068096942, input, "# writing in the console"
0b6b0140, "~/wip/shiny", 141, "Lisa", 1709068096961, prompt, "> "
0b6b0140, "~/wip/shiny", 141, "Lisa", 1709068219736, input, "library(shiny)"
0b6b0140, "~/wip/shiny", 141, "Lisa", 1709068221288, prompt, "> "
0b6b0140, "~/wip/shiny", 141, "Lisa", 1709068247491, input, "2024/2"
0b6b0140, "~/wip/shiny", 141, "Lisa", 1709068247518, output, "[1] 1012\n"
0b6b0140, "~/wip/shiny", 141, "Lisa", 1709068247519, prompt, "> "
0b6b0140, "~/wip/shiny", 141, "Lisa", 1709068264177, input, "install.packages(""ggplot2"")"
0b6b0140, "~/wip/shiny", 141, "Lisa", 1709068287566, error, "Installing package into ‘/home/Lisa/R/x86_64-pc-linux-gnu-library/4.2’\n(as ‘lib’ is unspecified)\nalso installing the dependencies ‘colorspace’, ‘utf8’, ‘farver’, ‘labeling’, ‘munsell’, ‘RColorBrewer’, ‘viridisLite’, ‘fansi’, ‘pillar’, ‘gtable’, ‘isoband’, ‘scales’, ‘tibble’\n\ntrying URL 'https://pkg.saturnindustries.xyz/cran/__linux__/jammy/latest/src/contrib/colorspace_2.1-0.tar.gz'\nContent type 'application/x-gzip' length 2589197 bytes (2.5 MB)\n==================================================\ndownloaded 2.5 MB\n\ntrying URL 'https://pkg.saturnindustries.xyz/cran/__linux__/jammy/latest/src/contrib/utf8_1.2.4.tar.gz'\nContent type 'application/x-gzip' length 146125 bytes (142 KB)\n==================================================\ndownloaded 142 KB\n\ntrying URL 'https://pkg.saturnindustries.xyz/cran/__linux__/jammy/latest/src/contrib/farver_2.1.1.tar.gz'\nContent type 'application/x-gzip' length 2297101 bytes (2.2 MB)\n==================================================\ndownloaded 2.2 MB\n\ntrying URL 'https://pkg.saturnindustries.xyz/cran/__linux__/jammy/latest/src/contrib/labeling_0.4.3.tar.gz'\nContent type 'application/x-gzip' length 59828 bytes (58 KB)\n==================================================\ndownloaded 58 KB\n\ntrying URL 'https://pkg.saturnindustries.xyz/cran/__linux__/jammy/latest/src/contrib/munsell_0.5.0.tar.gz'\nContent type 'application/x-gzip' length 240157 bytes (234 KB)\n==================================================\ndownloaded 234 KB\n\ntrying URL 'https://pkg.saturnindustries.xyz/cran/__linux__/jammy/latest/src/contrib/RColorBrewer_1.1-3.tar.gz'\nContent type 'application/x-gzip' length 53064 bytes (51 KB)\n==================================================\ndownloaded 51 KB\n\ntrying URL 'https://pkg.saturnindustries.xyz/cran/__linux__/jammy/latest/src/contrib/viridisLite_0.4.2.tar.gz'\nContent type 'application/x-gzip' length 1296677 bytes (1.2 MB)\n==================================================\ndownloaded 1.2 MB\n\ntrying URL 'https://pkg.saturnindustries.xyz/cran/__linux__/jammy/latest/src/contrib/fansi_1.0.6.tar.gz'\nContent type 'application/x-gzip' length 305886 bytes (298 KB)\n==================================================\ndownloaded 298 KB\n\ntrying URL 'https://pkg.saturnindustries.xyz/cran/__linux__/jammy/latest/src/contrib/pillar_1.9.0.tar.gz'\nContent type 'application/x-gzip' length 644477 bytes (629 KB)\n==================================================\ndownloaded 629 KB\n\ntrying URL 'https://pkg.saturnindustries.xyz/cran/__linux__/jammy/latest/src/contrib/gtable_0.3.4.tar.gz'\nContent type 'application/x-gzip' length 214623 bytes (209 KB)\n==================================================\ndownloaded 209 KB\n\ntrying URL 'https://pkg.saturnindustries.xyz/cran/__linux__/jammy/latest/src/contrib/isoband_0.2.7.tar.gz'\nContent type 'application/x-gzip' length 1642003 bytes (1.6 MB)\n==================================================\ndownloaded 1.6 MB\n\ntrying URL 'https://pkg.saturnindustries.xyz/cran/__linux__/jammy/latest/src/contrib/scales_1.3.0.tar.gz'\nContent type 'application/x-gzip' length 700534 bytes (684 KB)\n==================================================\ndownloaded 684 KB\n\ntrying URL 'https://pkg.saturnindustries.xyz/cran/__linux__/jammy/latest/src/contrib/tibble_3.2.1.tar.gz'\nContent type 'application/x-gzip' length 672060 bytes (656 KB)\n==================================================\ndownloaded 656 KB\n\ntrying URL 'https://pkg.saturnindustries.xyz/cran/__linux__/jammy/latest/src/contrib/ggplot2_3.5.0.tar.gz'\nContent type 'application/x-gzip' length 4812160 bytes (4.6 MB)\n==================================================\ndownloaded 4.6 MB\n\n* installing *binary* package ‘colorspace’ ...\n* DONE (colorspace)\n* installing *binary* package ‘utf8’ ...\n* DONE (utf8)\n* installing *binary* package ‘farver’ ...\n* DONE (farver)\n* installing *binary* package ‘labeling’ ...\n* DONE (labeling)\n* installing *binary* package ‘RColorBrewer’ ...\n* DONE (RColorBrewer)\n* installing *binary* package ‘viridisLite’ ...\n* DONE (viridisLite)\n* installing *binary* package ‘fansi’ ...\n* DONE (fansi)\n* installing *binary* package ‘gtable’ ...\n* DONE (gtable)\n* installing *binary* package ‘isoband’ ...\n* DONE (isoband)\n* installing *binary* package ‘munsell’ ...\n* DONE (munsell)\n* installing *binary* package ‘pillar’ ...\n* DONE (pillar)\n* installing *binary* package ‘scales’ ...\n* DONE (scales)\n* installing *binary* package ‘tibble’ ...\n* DONE (tibble)\n* installing *binary* package ‘ggplot2’ ...\n* DONE (ggplot2)\n\nThe downloaded source packages are in\n	‘/tmp/Rtmpi1uaIU/downloaded_packages’\n"
0b6b0140, "~/wip/shiny", 141, "Lisa", 1709068340909, prompt, "> "
